protein1,protein2,tm_score,sequence_divergence,patristic_distance,protein1_cluster,protein2_cluster,cluster_key
P005071007432_Drosophila_busckii_part1_of1,P005077011090_Drosophila_guanche_part1_of1,0.95453,0.4424778761061947,0.989216782,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005077011621_Drosophila_guanche_part1_of1,0.91734,0.6946902654867257,1.955888606,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005071007432_Drosophila_busckii_part1_of1,P005078005510_Drosophila_hydei_part1_of1,0.97508,0.2888888888888888,0.5503714869999999,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005078006118_Drosophila_hydei_part1_of1,0.91038,0.7079646017699115,2.120959096,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005071007432_Drosophila_busckii_part1_of1,P005079010340_Drosophila_innubila_part1_of1,0.9056,0.4888888888888889,1.018162031,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005079011844_Drosophila_innubila_part1_of2,0.95115,0.6946902654867257,2.077481488,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005071007432_Drosophila_busckii_part1_of1,P005079011844_Drosophila_innubila_part2_of2,0.97291,0.2888888888888888,0.419659894,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005080010494_Drosophila_ironensis_part1_of1,0.95033,0.6991150442477876,2.049040911,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005071007432_Drosophila_busckii_part1_of1,P005080010499_Drosophila_ironensis_part1_of1,0.97423,0.4755555555555555,1.137630208,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005080012110_Drosophila_ironensis_part1_of1,0.96456,0.4577777777777777,1.218983927,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005081003743_Drosophila_kikkawai_part1_of3,0.92779,0.6946902654867257,1.978168954,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005071007432_Drosophila_busckii_part1_of1,P005081003743_Drosophila_kikkawai_part2_of3,0.87494,0.4975845410628019,1.31095846,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005081003743_Drosophila_kikkawai_part3_of3,0.97473,0.4711111111111111,1.184668394,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005081004694_Drosophila_kikkawai_part1_of1,0.96526,0.5066666666666666,1.285854743,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005082012188_Drosophila_mauritiana_part1_of1,0.92171,0.7035398230088495,2.036530651,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005071007432_Drosophila_busckii_part1_of1,P005082012529_Drosophila_mauritiana_part1_of1,0.96812,0.4469026548672566,1.0669932,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005083008909_Drosophila_melanogaster_part1_of1,0.94591,0.7035398230088495,2.040405794,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005071007432_Drosophila_busckii_part1_of1,P005083008910_Drosophila_melanogaster_part1_of1,0.97534,0.4513274336283186,1.065019492,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005084006084_Drosophila_miranda_part1_of1,0.98006,0.4380530973451327,0.925052036,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005084006085_Drosophila_miranda_part1_of1,0.94709,0.6902654867256637,1.924742988,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005071007432_Drosophila_busckii_part1_of1,P005085005288_Drosophila_mojavensis_part1_of1,0.92611,0.6991150442477876,2.157102749,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005071007432_Drosophila_busckii_part1_of1,P005085005289_Drosophila_mojavensis_part1_of1,0.9314,0.3136363636363636,0.5204108669999999,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005086002813_Drosophila_navojoa_part1_of1,0.92665,0.6991150442477876,2.1421979600000003,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005071007432_Drosophila_busckii_part1_of1,P005086003013_Drosophila_navojoa_part1_of1,0.96826,0.2888888888888888,0.4831474689999999,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005087007713_Drosophila_novamexicana_part1_of1,0.97514,0.3555555555555555,0.59034042,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005087007760_Drosophila_novamexicana_part1_of1,0.94634,0.6991150442477876,2.100521782,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005071007432_Drosophila_busckii_part1_of1,P005087007761_Drosophila_novamexicana_part1_of1,0.97455,0.2977777777777778,0.4788296009999999,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005088004783_Drosophila_obscura_part1_of1,0.97822,0.4424778761061947,0.973202827,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005088004859_Drosophila_obscura_part1_of1,0.9645,0.6799999999999999,1.884908402,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005071007432_Drosophila_busckii_part1_of1,P005088004876_Drosophila_obscura_part1_of1,0.9162,0.6814159292035398,1.951850427,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005071007432_Drosophila_busckii_part1_of1,P005089006354_Drosophila_persimilis_part1_of1,0.98058,0.4336283185840708,0.921099049,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005089006356_Drosophila_persimilis_part1_of1,0.9172,0.6902654867256637,1.924742988,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005071007432_Drosophila_busckii_part1_of1,P005091006300_Drosophila_rhopaloa_part1_of1,0.91372,0.6991150442477876,2.0608217150000003,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005071007432_Drosophila_busckii_part1_of1,P005092009946_Drosophila_santomea_part1_of1,0.94486,0.7035398230088495,2.063973685,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005071007432_Drosophila_busckii_part1_of1,P005092009948_Drosophila_santomea_part1_of1,0.97056,0.4557522123893806,1.075106704,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005093013422_Drosophila_sechellia_part1_of1,0.90605,0.7035398230088495,2.040435458,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005071007432_Drosophila_busckii_part1_of1,P005093013423_Drosophila_sechellia_part1_of1,0.97103,0.4513274336283186,1.061128123,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005095004731_Drosophila_setifemur_part1_of1,0.94546,0.7035398230088495,2.060479464,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005071007432_Drosophila_busckii_part1_of1,P005095011902_Drosophila_setifemur_part1_of1,0.91545,0.4770642201834862,1.165880046,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005095011903_Drosophila_setifemur_part1_of1,0.95976,0.4666666666666667,1.185542772,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005097008429_Drosophila_subobscura_part1_of2,0.97618,0.4292035398230088,0.945984067,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005097008429_Drosophila_subobscura_part2_of2,0.96298,0.6666666666666667,1.855118504,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005071007432_Drosophila_busckii_part1_of1,P005097009271_Drosophila_subobscura_part1_of1,0.94781,0.6902654867256637,1.93770199,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005071007432_Drosophila_busckii_part1_of1,P005098006594_Drosophila_subpulchrella_part1_of2,0.94605,0.7035398230088495,2.056192375,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005071007432_Drosophila_busckii_part1_of1,P005098006594_Drosophila_subpulchrella_part2_of2,0.96828,0.4513274336283186,1.057995567,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005099002466_Drosophila_suzukii_part1_of1,0.96444,0.4513274336283186,1.065303919,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005099007453_Drosophila_suzukii_part1_of1,0.95132,0.7035398230088495,2.0765021530000003,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005071007432_Drosophila_busckii_part1_of1,P005100011380_Drosophila_takahashii_part1_of2,0.92068,0.7035398230088495,2.0679465450000003,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005071007432_Drosophila_busckii_part1_of1,P005100011380_Drosophila_takahashii_part2_of2,0.96907,0.4469026548672566,1.063149855,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005101009090_Drosophila_teissieri_part1_of1,0.9431,0.7035398230088495,2.052252643,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005071007432_Drosophila_busckii_part1_of1,P005101009092_Drosophila_teissieri_part1_of1,0.97074,0.4513274336283186,1.063267402,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005102009205_Drosophila_virilis_part1_of1,0.92859,0.6991150442477876,2.100521782,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005071007432_Drosophila_busckii_part1_of1,P005102009206_Drosophila_virilis_part1_of1,0.97773,0.3022222222222221,0.5055655589999999,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005103011421_Drosophila_willistoni_part1_of1,0.9785,0.3688888888888889,0.700976164,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005071007432_Drosophila_busckii_part1_of1,P005103011422_Drosophila_willistoni_part1_of1,0.9252,0.6858407079646018,2.0173828620000003,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005071007432_Drosophila_busckii_part1_of1,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.97598,0.4513274336283186,1.065019492,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005072008715_Drosophila_elegans_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.86276,0.7479674796747968,2.414731956,Cluster_2,Cluster_4,Cluster_2_Cluster_4
P005072008715_Drosophila_elegans_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.88699,0.6748971193415638,1.963580722,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.88686,0.7396694214876033,2.167579635,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.91346,0.2088353413654619,0.3055901559999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.89413,0.6995884773662551,2.426267916,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.89894,0.6733870967741935,2.062767723,Cluster_2,Cluster_3,Cluster_2_Cluster_3
P005072008715_Drosophila_elegans_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.9137,0.12,0.167369072,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.91732,0.2168674698795181,0.376264981,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.82047,0.6607929515418502,1.95437091,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.99414,0.06,0.066032525,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.87297,0.7119341563786008,2.52599284,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.93786,0.0959999999999999,0.160026222,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.87248,0.6954732510288066,2.46099683,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.86392,0.6977777777777778,2.613672615,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.98419,0.0959999999999999,0.137680088,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.88848,0.1504424778761062,0.263398519,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.85864,0.7079646017699115,2.045984228,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005072008716_Drosophila_elegans_part1_of1,0.87531,0.7037037037037037,2.459950829,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005073012561_Drosophila_erecta_part1_of1,0.86445,0.7037037037037037,2.478039659,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005074010565_Drosophila_eugracilis_part1_of1,0.88383,0.6954732510288066,2.498320397,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005074010571_Drosophila_eugracilis_part1_of1,0.98463,0.056,0.064930188,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005075007245_Drosophila_ficusphila_part1_of1,0.955,0.0879999999999999,0.109222975,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005076010725_Drosophila_grimshawi_part1_of1,0.77561,0.7167381974248928,2.284531623,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005076010744_Drosophila_grimshawi_part1_of1,0.96162,0.1895161290322581,0.37583767,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005076010745_Drosophila_grimshawi_part1_of1,0.88312,0.7066115702479339,2.076434596,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005077009626_Drosophila_guanche_part1_of1,0.89232,0.7160493827160495,2.386162588,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005077011090_Drosophila_guanche_part1_of1,0.86319,0.7160493827160495,2.386162588,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005077011621_Drosophila_guanche_part1_of1,0.9459,0.164,0.258789854,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005078005510_Drosophila_hydei_part1_of1,0.89097,0.680327868852459,2.033111395,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005078006118_Drosophila_hydei_part1_of1,0.91226,0.2008032128514056,0.34596957,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005079010340_Drosophila_innubila_part1_of1,0.84724,0.6942148760330579,2.251155663,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005079011844_Drosophila_innubila_part1_of2,0.93611,0.1887550200803213,0.3024919619999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005079011844_Drosophila_innubila_part2_of2,0.84126,0.6710526315789473,1.953450916,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005080010494_Drosophila_ironensis_part1_of1,0.98627,0.124,0.173794205,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005080010499_Drosophila_ironensis_part1_of1,0.86385,0.7244444444444444,2.534576014,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005080012110_Drosophila_ironensis_part1_of1,0.87793,0.7012987012987013,2.615929733,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005081003743_Drosophila_kikkawai_part1_of3,0.8921,0.0959999999999999,0.140337774,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005081003743_Drosophila_kikkawai_part2_of3,0.77572,0.7163461538461539,2.707904266,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005081003743_Drosophila_kikkawai_part3_of3,0.86369,0.7272727272727273,2.5816142,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005081004694_Drosophila_kikkawai_part1_of1,0.86937,0.7283950617283951,2.682800549,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005082012188_Drosophila_mauritiana_part1_of1,0.93292,0.0639999999999999,0.064327943,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005082012529_Drosophila_mauritiana_part1_of1,0.88496,0.7078189300411523,2.463939006,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005083008909_Drosophila_melanogaster_part1_of1,0.99378,0.0679999999999999,0.068203086,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005083008910_Drosophila_melanogaster_part1_of1,0.87568,0.7037037037037037,2.461965298,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005084006084_Drosophila_miranda_part1_of1,0.88284,0.7242798353909465,2.321997842,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005084006085_Drosophila_miranda_part1_of1,0.91897,0.16,0.227644236,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005085005288_Drosophila_mojavensis_part1_of1,0.9051,0.2168674698795181,0.382113223,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005085005289_Drosophila_mojavensis_part1_of1,0.84478,0.6666666666666667,2.003150775,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005086002813_Drosophila_navojoa_part1_of1,0.90485,0.2128514056224899,0.367208434,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005086003013_Drosophila_navojoa_part1_of1,0.87995,0.6570247933884297,1.965887377,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005087007713_Drosophila_novamexicana_part1_of1,0.87782,0.6735537190082644,2.073080328,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005087007760_Drosophila_novamexicana_part1_of1,0.95283,0.1887550200803213,0.325532256,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005087007761_Drosophila_novamexicana_part1_of1,0.87587,0.6694214876033058,1.961569509,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005088004783_Drosophila_obscura_part1_of1,0.88768,0.7201646090534979,2.370148633,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005088004859_Drosophila_obscura_part1_of1,0.86151,0.6666666666666667,1.993025224,Cluster_2,Cluster_3,Cluster_2_Cluster_3
P005072008715_Drosophila_elegans_part1_of1,P005088004876_Drosophila_obscura_part1_of1,0.90572,0.18,0.2547516749999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005089006354_Drosophila_persimilis_part1_of1,0.88513,0.7242798353909465,2.318044855,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005089006356_Drosophila_persimilis_part1_of1,0.91371,0.16,0.227644236,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005091006300_Drosophila_rhopaloa_part1_of1,0.95008,0.048,0.060122517,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005092009946_Drosophila_santomea_part1_of1,0.9893,0.0719999999999999,0.091770977,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005092009948_Drosophila_santomea_part1_of1,0.86698,0.7037037037037037,2.47205251,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005093013422_Drosophila_sechellia_part1_of1,0.9411,0.0679999999999999,0.06823275,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005093013423_Drosophila_sechellia_part1_of1,0.87645,0.7037037037037037,2.458073929,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005095004731_Drosophila_setifemur_part1_of1,0.92152,0.128,0.160103934,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005095011902_Drosophila_setifemur_part1_of1,0.82953,0.7110091743119267,2.562825852,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005095011903_Drosophila_setifemur_part1_of1,0.86729,0.7166666666666667,2.582488578,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005072008715_Drosophila_elegans_part1_of1,P005097008429_Drosophila_subobscura_part1_of2,0.88182,0.7201646090534979,2.342929873,Cluster_2,Cluster_1,Cluster_1_Cluster_2
